# wl center_tx left_tx right_tx top_tx bottom_tx
278.1128735 0.4908249 0.5015497 0.4892466 0.4820119 0.4981800
278.1225770 0.4936750 0.5053189 0.4917674 0.4835367 0.5003902
278.1322904 0.4951631 0.5082584 0.4929982 0.4848870 0.5015953
278.1419939 0.4937263 0.5076167 0.4921626 0.4849104 0.4997890
278.1517374 0.4917642 0.5042283 0.4903995 0.4834803 0.4969179
278.1614408 0.4956106 0.5085174 0.4941552 0.4862824 0.5000394
278.1711543 0.4948557 0.5071372 0.4926549 0.4856542 0.4980766
278.1808578 0.4951555 0.5075043 0.4929350 0.4856140 0.4974246
278.1905612 0.4941836 0.5064038 0.4919308 0.4859858 0.4949440
278.2002747 0.4943335 0.5063645 0.4917147 0.4856011 0.4952096
278.2099782 0.4940303 0.5059342 0.4914698 0.4857869 0.4941696
278.2196916 0.4947553 0.5063603 0.4917298 0.4862144 0.4930471
278.2293951 0.4939100 0.5056360 0.4914228 0.4855259 0.4917270
278.2391386 0.4936944 0.5059915 0.4921097 0.4858962 0.4907755
278.2488421 0.4934940 0.5059856 0.4913178 0.4862157 0.4899298
278.2585555 0.4931677 0.5049830 0.4912033 0.4856466 0.4892341
278.2682590 0.4933698 0.5044039 0.4894068 0.4861384 0.4874059
278.2779725 0.4930620 0.5046190 0.4903401 0.4860493 0.4865229
278.2876759 0.4911604 0.5012738 0.4882560 0.4844688 0.4838708
278.2973894 0.4927170 0.5038988 0.4897585 0.4866274 0.4852513
278.3070929 0.4926776 0.5037406 0.4892546 0.4851490 0.4847229
278.3167963 0.4923511 0.5030940 0.4885529 0.4853918 0.4827656
278.3265098 0.4902741 0.5016460 0.4872368 0.4846028 0.4800686
278.3362133 0.4909697 0.5025366 0.4869970 0.4850083 0.4804361
278.3459267 0.4920557 0.5023347 0.4874928 0.4851177 0.4795987
278.3556302 0.4890915 0.4997514 0.4854708 0.4828071 0.4774500
278.3653437 0.4896977 0.5003680 0.4859195 0.4842322 0.4763217
278.3750472 0.4881061 0.4985389 0.4840807 0.4828012 0.4746026
278.3847906 0.4896002 0.4999446 0.4843835 0.4840073 0.4745737
278.3944941 0.4882866 0.4992007 0.4839387 0.4838298 0.4735296
278.4042076 0.4872350 0.4977543 0.4839158 0.4830342 0.4722884
278.4139110 0.4857845 0.4961573 0.4819876 0.4813777 0.4702573
278.4236245 0.4877450 0.4965548 0.4829906 0.4835468 0.4699334
278.4333280 0.4859569 0.4962203 0.4816074 0.4822694 0.4691472
278.4430315 0.4846893 0.4942726 0.4795782 0.4807823 0.4668644
278.4527449 0.4843704 0.4954520 0.4799735 0.4819640 0.4668667
278.4624484 0.4838716 0.4942364 0.4802044 0.4801894 0.4656051
278.4721619 0.4820366 0.4923529 0.4773378 0.4790614 0.4631125
278.4818653 0.4803941 0.4901394 0.4755339 0.4773800 0.4613540
278.4915788 0.4818352 0.4917382 0.4763843 0.4796091 0.4620937
278.5012523 0.4815669 0.4910927 0.4760473 0.4786148 0.4612067
278.5109658 0.4790700 0.4891424 0.4745010 0.4771020 0.4593158
278.5206692 0.4785437 0.4877885 0.4731708 0.4760357 0.4580446
278.5303827 0.4779544 0.4867563 0.4717571 0.4747365 0.4569283
278.5400862 0.4772315 0.4863217 0.4722795 0.4752949 0.4568008
278.5497896 0.4760409 0.4858074 0.4713525 0.4743992 0.4546001
278.5595031 0.4751789 0.4839866 0.4695394 0.4729498 0.4524381
278.5692066 0.4740944 0.4833591 0.4685908 0.4723224 0.4525096
278.5789201 0.4731638 0.4830508 0.4688527 0.4716677 0.4514607
278.5886235 0.4733803 0.4823597 0.4678270 0.4722481 0.4511425
278.5983370 0.4714651 0.4797297 0.4659699 0.4696156 0.4493196
278.6080405 0.4708699 0.4786413 0.4642494 0.4687658 0.4479892
278.6177540 0.4678336 0.4770180 0.4630995 0.4670494 0.4457364
278.6274574 0.4695697 0.4789334 0.4640211 0.4680389 0.4470419
278.6371709 0.4683675 0.4772326 0.4627015 0.4669426 0.4453980
278.6468744 0.4665122 0.4747711 0.4602028 0.4655374 0.4437673
278.6565478 0.4662794 0.4746649 0.4600509 0.4653757 0.4436733
278.6662613 0.4640840 0.4718277 0.4573996 0.4631167 0.4414382
278.6759648 0.4638186 0.4725963 0.4583886 0.4632195 0.4412003
278.6856783 0.4633862 0.4713881 0.4567348 0.4624022 0.4406442
278.6953817 0.4614244 0.4704974 0.4559980 0.4614777 0.4394280
278.7050952 0.4606606 0.4680859 0.4541542 0.4602813 0.4381607
278.7147987 0.4587316 0.4674464 0.4529411 0.4592611 0.4377507
278.7245122 0.4589771 0.4678438 0.4537221 0.4594729 0.4378504
278.7341856 0.4576900 0.4654640 0.4517607 0.4581975 0.4366031
278.7438991 0.4550198 0.4645932 0.4504892 0.4569852 0.4346978
278.7536026 0.4554418 0.4642950 0.4493149 0.4561600 0.4338804
278.7633061 0.4535455 0.4624449 0.4474462 0.4539518 0.4326236
278.7730195 0.4536802 0.4606748 0.4473300 0.4543442 0.4322586
278.7827230 0.4528163 0.4603821 0.4462092 0.4527082 0.4323804
278.7924065 0.4511531 0.4596945 0.4458354 0.4520923 0.4315213
278.8021099 0.4501386 0.4585683 0.4444813 0.4505444 0.4303747
278.8118234 0.4484227 0.4570507 0.4435621 0.4491596 0.4296050
278.8215269 0.4466431 0.4551947 0.4418738 0.4474598 0.4286842
278.8312404 0.4470255 0.4548572 0.4417608 0.4474372 0.4288243
278.8409439 0.4451429 0.4532452 0.4394033 0.4464528 0.4270606
278.8506173 0.4444243 0.4527452 0.4393083 0.4449739 0.4268246
278.8603308 0.4428519 0.4507758 0.4381851 0.4437221 0.4261632
278.8700343 0.4409067 0.4502776 0.4368168 0.4430542 0.4248251
278.8797478 0.4411437 0.4493964 0.4361391 0.4419435 0.4251732
278.8894212 0.4406591 0.4483903 0.4351508 0.4406935 0.4242376
278.8991347 0.4381335 0.4468803 0.4339444 0.4393282 0.4243814
278.9088382 0.4386814 0.4466376 0.4332379 0.4394829 0.4230198
278.9185517 0.4375988 0.4453848 0.4321194 0.4384452 0.4234870
278.9282551 0.4366229 0.4447748 0.4328279 0.4380006 0.4229203
278.9379386 0.4343920 0.4431733 0.4306293 0.4361918 0.4217442
278.9476421 0.4334464 0.4421217 0.4291087 0.4357582 0.4220255
278.9573456 0.4327978 0.4419488 0.4293655 0.4344176 0.4215825
278.9670590 0.4324320 0.4403355 0.4298685 0.4343458 0.4210676
278.9767325 0.4313324 0.4394934 0.4267093 0.4328536 0.4204759
278.9864460 0.4307495 0.4384396 0.4264877 0.4308487 0.4193036
278.9961495 0.4291260 0.4375145 0.4262835 0.4311585 0.4193461
279.0058629 0.4296859 0.4362992 0.4242673 0.4297949 0.4192206
279.0155364 0.4275221 0.4354631 0.4246408 0.4290612 0.4192813
279.0252499 0.4274386 0.4348250 0.4232526 0.4287851 0.4188227
279.0349534 0.4264341 0.4344796 0.4231447 0.4279204 0.4195970
279.0446268 0.4248077 0.4331066 0.4210089 0.4263370 0.4187637
279.0543403 0.4256271 0.4326655 0.4211676 0.4268482 0.4189355
279.0640438 0.4237392 0.4316873 0.4207130 0.4248747 0.4179987
279.0737273 0.4224582 0.4309862 0.4199282 0.4241335 0.4184043
279.0834308 0.4224349 0.4295400 0.4191836 0.4223615 0.4180426
279.0931442 0.4219644 0.4301071 0.4193349 0.4233622 0.4189243
279.1028477 0.4217929 0.4289567 0.4181695 0.4223293 0.4184328
279.1125312 0.4204295 0.4284279 0.4175143 0.4221385 0.4186716
279.1222347 0.4194230 0.4269601 0.4168534 0.4203204 0.4176233
279.1319382 0.4189132 0.4270692 0.4170379 0.4207049 0.4183767
279.1416216 0.4184653 0.4259660 0.4154157 0.4194177 0.4187861
279.1513251 0.4178542 0.4250929 0.4160951 0.4184471 0.4192080
279.1610086 0.4168134 0.4256797 0.4152156 0.4185985 0.4184900
279.1707121 0.4162519 0.4242398 0.4149059 0.4173433 0.4184495
279.1804255 0.4168139 0.4240686 0.4142198 0.4173608 0.4199645
279.1900990 0.4150607 0.4233900 0.4141753 0.4166246 0.4194395
279.1998025 0.4154526 0.4227371 0.4136954 0.4160705 0.4195365
279.2095160 0.4151435 0.4225819 0.4133967 0.4153861 0.4194813
279.2191895 0.4142646 0.4214987 0.4123650 0.4140849 0.4198031
279.2289029 0.4135580 0.4215707 0.4124736 0.4152332 0.4195227
279.2385764 0.4134177 0.4215437 0.4119149 0.4137308 0.4197422
279.2482899 0.4126951 0.4202439 0.4120245 0.4134184 0.4202534
279.2579934 0.4128328 0.4201969 0.4118623 0.4124522 0.4209628
279.2676769 0.4126455 0.4201363 0.4109909 0.4124891 0.4213974
279.2773803 0.4113215 0.4189347 0.4107322 0.4118680 0.4211540
279.2870538 0.4120578 0.4193906 0.4116049 0.4120435 0.4221941
279.2967673 0.4109535 0.4188516 0.4101751 0.4112668 0.4224589
